"","Customer.ID","Customer.Type","Address","City","State","SUMActualTimeToCompleteInHrs","SUMDelayInResponseTimeInHrs","SUMTicketRevenue","CustomerRecentVisit","SumDiffInConsecutiveCallsInHrs","DistinctJobCodeCounts","DistinctRevCodeCounts","TotCallsOnSunday","TotCallsOnMonday","TotCallsOnTuesday","TotCallsOnWednesday","TotCallsOnThursday","TotCallsOnFriday","TotCallsOnSaturday","CustomerFrequency","AvgActualTimeToCompleteInHrs","AvgDiffInConsecutiveCallsInHrs","AvgDelayInResponseTimeInHrs"
"11","C000011","CustType02","1018 Address","BALTIMORE","MD",54.9666666666667,0,2527.58,2013-02-13 12:06:00,5970.76666666667,4,1,0,1,1,1,0,1,1,5,10.9933333333333,1492.69166666667,0
"12","C000012","CustType03","955 Address","BALTIMORE","MD",6.15,4.33333333333333,629.72,2014-02-03 15:21:00,23674.7666666667,3,2,0,1,2,2,0,0,0,5,1.23,5918.69166666667,0.866666666666667
"13","C000013","CustType03","258 Address","WOODLAWN","MD",3.46666666666667,2.4,1260.8,2012-11-09 16:51:00,11031.1833333333,3,1,0,1,2,0,1,1,0,5,0.693333333333333,2757.79583333333,0.48
"14","C000014","CustType03","112 Address","BALTIMORE","MD",10.3833333333333,4.05,1607.04,2014-01-08 12:20:00,7582.25,5,2,0,3,2,0,0,0,0,5,2.07666666666667,1895.5625,0.81
"15","C000015","CustType03","137 Address","BALTIMORE","MD",161.066666666667,0.166666666666667,9045.95,2013-11-15 11:52:00,2714.08333333333,5,3,0,0,0,1,2,2,0,5,32.2133333333333,678.520833333333,0.0333333333333333
"16","C000016","CustType03","796 Address","CATONSVILLE","MD",97.6833333333333,0.366666666666667,1337.06,2013-03-25 13:45:00,17771.7333333333,5,2,0,2,1,1,0,0,1,5,19.5366666666667,4442.93333333333,0.0733333333333333
"17","C000017","CustType03","793 Address","BALTIMORE","MD",75.8,0,1139.28,2013-07-25 11:07:00,20673.2166666667,3,2,0,1,1,2,0,1,0,5,15.16,5168.30416666667,0
"18","C000018","CustType02","93 Address","ROLAND PARK","MD",9.46666666666667,4.21666666666667,2040.37,2013-07-03 15:23:00,6892.95,3,2,0,2,0,3,0,0,0,5,1.89333333333333,1723.2375,0.843333333333333
"19","C000019","CustType03","902 Address","CURTIS BAY","MD",372.816666666667,4.21666666666667,2199.48,2013-08-09 16:55:00,4535.11666666667,5,1,0,0,0,2,1,2,0,5,74.5633333333333,1133.77916666667,0.843333333333333
"20","C000020","CustType02","598 Address","BALTIMORE","MD",207.95,14.1333333333333,2744.84,2013-09-30 17:46:00,5593.9,3,1,0,1,0,1,1,0,2,5,41.59,1398.475,2.82666666666667
"21","C000021","CustType01","575 Address","SOLON","OH",304.183333333333,3.56666666666667,7019.76,2013-05-06 10:52:00,20695.5,5,2,1,3,1,1,0,0,0,6,50.6972222222222,4139.1,0.594444444444444
"22","C000022","CustType01","219 Address","DECATUR","GA",12.1333333333333,5.28333333333333,1563.2,2013-01-16 12:24:00,18046.9666666667,6,2,2,0,0,1,2,0,1,6,2.02222222222222,3609.39333333333,0.880555555555556
"23","C000023","CustType01","336 Address","NORTHBROOK","IL",13.5666666666667,6.4,2253.62,2012-06-19 17:41:00,12965.55,5,2,0,3,1,0,1,0,1,6,2.26111111111111,2593.11,1.06666666666667
"24","C000024","CustType03","475 Address","MENLO PARK","CA",14.0333333333333,11.1666666666667,2171.05,2011-12-22 14:27:00,8593.21666666667,3,1,0,1,0,2,2,0,0,5,2.80666666666667,2148.30416666667,2.23333333333333
"25","C000025","CustType02","567 Address","INDIANAPOLIS","IN",9.93333333333333,17.0666666666667,2510.78,2012-06-26 14:03:00,13051.2166666667,3,3,0,1,1,1,1,1,0,5,1.98666666666667,3262.80416666667,3.41333333333333
"26","C000026","CustType02","663 Address","BROOKFIELD","IL",14.6666666666667,8.08333333333333,2277.12,2014-01-17 13:55:00,26614.8833333333,5,2,1,1,1,0,0,1,1,5,2.93333333333333,6653.72083333333,1.61666666666667
"27","C000027","CustType01","131 Address","FISHERS","IN",8.26666666666667,13.7833333333333,3576.03,2014-01-24 14:15:00,26852.8833333333,4,1,0,0,0,2,0,1,2,5,1.65333333333333,6713.22083333333,2.75666666666667
"28","C000028","CustType01","560 Address","GRANITE CITY","IL",9.55,2.88333333333333,1498.84,2013-06-19 14:43:00,21576.8833333333,5,2,2,2,0,1,0,0,0,5,1.91,5394.22083333333,0.576666666666667
"29","C000029","CustType01","248 Address","BROWNSBURG","IN",12.8666666666667,2.8,3351.52,2013-02-02 16:22:00,18265.55,2,1,0,2,0,1,0,0,2,5,2.57333333333333,4566.3875,0.56
"30","C000030","CustType01","932 Address","CENTENNIAL","CO",9.95,5.9,1071.29,2014-01-26 22:22:00,10418.7166666667,2,1,2,1,0,0,0,2,0,5,1.99,2604.67916666667,1.18
"31","C000031","CustType02","465 Address","KENT","WA",14.35,23.1333333333333,1939.56,2014-01-17 20:23:00,26641.7166666667,3,1,0,1,0,1,1,2,1,6,2.39166666666667,5328.34333333333,3.85555555555556
"32","C000032","CustType03","848 Address","SOLON","OH",9.8,45.5333333333333,3038.67,2012-08-17 10:29:00,14165.1666666667,4,3,0,0,2,1,1,1,0,5,1.96,3541.29166666667,9.10666666666667
"33","C000033","CustType01","962 Address","REDWOOD CITY","CA",5.73333333333333,3.1,1331,2012-12-24 23:58:00,17258.3166666667,3,2,0,3,0,1,0,0,1,5,1.14666666666667,4314.57916666667,0.62
"34","C000034","CustType01","785 Address","CINCINNATI","OH",12.55,7.45,1248.38,2012-08-06 16:46:00,13847.9,3,2,0,3,1,0,0,1,0,5,2.51,3461.975,1.49
"35","C000035","CustType01","1012 Address","BRADFORD","OH",33.0666666666667,5.25,2622.02,2011-11-01 18:18:00,7023.26666666667,4,2,0,1,0,2,0,1,1,5,6.61333333333333,1755.81666666667,1.05
"36","C000036","CustType01","484 Address","PARMA","OH",12.5166666666667,8.16666666666667,1858.45,2012-06-16 16:28:00,12514.3,4,2,1,0,0,1,1,1,1,5,2.50333333333333,3128.575,1.63333333333333
"37","C000037","CustType01","223 Address","FLORISSANT","MO",9.03333333333333,10.7333333333333,1649.74,2013-01-18 18:39:00,17763.9333333333,5,1,2,0,0,0,1,1,1,5,1.80666666666667,4440.98333333333,2.14666666666667
"38","C000038","CustType01","333 Address","BERKELEY","IL",13.4,0.65,1397.3,2013-05-09 10:12:00,20324.5,5,2,0,0,1,3,0,0,1,5,2.68,5081.125,0.13
"39","C000039","CustType01","499 Address","BOULDER","CO",7.51666666666667,16.15,1328.79,2013-05-22 20:00:00,20668.4833333333,3,2,0,1,0,2,2,0,0,5,1.50333333333333,5167.12083333333,3.23
"40","C000040","CustType03","513 Address","KANSAS CITY","MO",6.46666666666667,3.33333333333333,676,2014-01-15 11:21:00,26183.8833333333,3,2,0,0,1,2,1,1,0,5,1.29333333333333,6545.97083333333,0.666666666666667
"41","C000041","CustType03","937 Address","KENOSHA","WI",16.6166666666667,5.26666666666667,2639.61,2012-04-07 16:28:00,10802.05,5,3,0,1,0,1,1,1,1,5,3.32333333333333,2700.5125,1.05333333333333
"42","C000042","CustType02","142 Address","KANSAS CITY","MO",9.28333333333333,10.8,1110.5,2013-08-29 20:25:00,22974.6166666667,1,1,0,2,0,2,0,1,0,5,1.85666666666667,5743.65416666667,2.16
"43","C000043","CustType02","584 Address","CINCINNATI","OH",12.6166666666667,24.9333333333333,1151.1,2012-04-22 14:26:00,11131.4333333333,3,2,1,1,0,1,0,2,0,5,2.52333333333333,2782.85833333333,4.98666666666667
"44","C000044","CustType01","342 Address","ATLANTA","GA",10.7833333333333,14.0833333333333,2335.11,2012-06-18 10:56:00,12492.35,4,2,0,1,1,2,0,1,0,5,2.15666666666667,3123.0875,2.81666666666667
"45","C000045","CustType02","920 Address","CHICAGO","IL",8.66666666666667,20.7666666666667,2313.92,2012-06-05 22:12:00,12171.9833333333,3,2,1,1,1,0,0,0,2,5,1.73333333333333,3042.99583333333,4.15333333333333
"46","C000046","CustType01","606 Address","BEDFORD","OH",11.2,5.93333333333333,915.76,2012-10-10 14:45:00,15173.25,4,2,0,1,0,1,0,1,2,5,2.24,3793.3125,1.18666666666667
"47","C000047","CustType01","92 Address","STRONGSVILLE","OH",11.15,6.2,2007.61,2013-06-05 20:55:00,20865.7166666667,4,2,0,1,1,1,1,1,0,5,2.23,5216.42916666667,1.24
"48","C000048","CustType03","392 Address","PITTSBURGH","PA",10,28.8666666666667,823,2011-11-16 16:34:00,7204.3,5,2,0,1,2,1,0,1,0,5,2,1801.075,5.77333333333333
"49","C000049","CustType02","860 Address","RIVERDALE","GA",30.4333333333333,8.88333333333333,3524.82,2013-09-08 01:05:00,23112.3333333333,3,3,1,1,1,1,0,0,1,5,6.08666666666667,5778.08333333333,1.77666666666667
"50","C000050","CustType03","171 Address","BELLEVUE","WA",4.78333333333333,10.5833333333333,816.43,2013-08-29 09:45:00,22846.0666666667,2,1,0,1,1,0,3,0,0,5,0.956666666666667,5711.51666666667,2.11666666666667
"51","C000051","CustType01","944 Address","RIVERSIDE","IL",13.3666666666667,21.5833333333333,2067.81,2013-12-08 13:26:00,25217.6833333333,2,1,1,1,0,0,1,1,1,5,2.67333333333333,6304.42083333333,4.31666666666667
"52","C000052","CustType03","218 Address","COLUMBUS","OH",10.0333333333333,17.2,1893.64,2011-05-20 15:17:00,2713.98333333333,3,2,0,0,0,0,2,3,0,5,2.00666666666667,678.495833333333,3.44
"53","C000053","CustType01","240 Address","SAINT PAUL","MN",13.9666666666667,12.6833333333333,3036.73,2012-08-17 22:33:00,13623.35,5,2,1,0,0,2,0,2,0,5,2.79333333333333,3405.8375,2.53666666666667
"54","C000054","CustType01","605 Address","BESSEMER","AL",16.3333333333333,22.7333333333333,1374,2013-06-12 13:40:00,20755.8166666667,2,2,1,0,0,2,1,0,1,5,3.26666666666667,5188.95416666667,4.54666666666667
"55","C000055","CustType03","546 Address","EARTH CITY","MO",-7.3,2.06666666666667,1290.66,2012-11-26 16:52:00,15960.75,4,2,0,2,2,0,1,0,0,5,-1.46,3990.1875,0.413333333333333
"56","C000056","CustType01","641 Address","SEATTLE","WA",6.7,12,1773.73,2012-02-22 17:44:00,9217.18333333333,3,2,0,1,0,2,1,0,1,5,1.34,2304.29583333333,2.4
"57","C000057","CustType02","525 Address","CHICAGO","IL",11.3166666666667,1.6,3182.9,2013-12-26 11:13:00,25341.7166666667,2,1,1,1,0,0,1,2,0,5,2.26333333333333,6335.42916666667,0.32
"58","C000058","CustType02","152 Address","MENLO PARK","CA",8.21666666666667,8.7,1564.25,2012-02-23 15:45:00,9217.9,2,2,0,1,1,1,1,1,0,5,1.64333333333333,2304.475,1.74
"59","C000059","CustType01","867 Address","KANSAS CITY","MO",8.48333333333333,3.3,1100.54,2013-07-08 12:18:00,21162.9833333333,3,1,0,2,0,0,1,2,0,5,1.69666666666667,5290.74583333333,0.66
"60","C000060","CustType01","231 Address","FLORISSANT","MO",10.9333333333333,3.78333333333333,2109.06,2013-06-02 09:59:00,20326.5,3,2,1,1,0,0,1,2,0,5,2.18666666666667,5081.625,0.756666666666667
"61","C000061","CustType01","180 Address","O FALLON","MO",6.95,1.63333333333333,1076.26,2014-01-24 10:13:00,26010.2666666667,4,1,0,2,0,0,0,1,2,5,1.39,6502.56666666667,0.326666666666667
"62","C000062","CustType03","358 Address","KANSAS CITY","MO",9.91666666666667,2.45,1208.5,2013-03-25 09:43:00,18628.8833333333,3,2,0,1,1,0,0,2,1,5,1.98333333333333,4657.22083333333,0.49
"63","C000063","CustType01","954 Address","HIGHLAND PARK","IL",10.4,1.75,1082.92,2013-02-25 21:18:00,17978.5166666667,4,2,0,2,0,0,2,0,1,5,2.08,4494.62916666667,0.35
"64","C000064","CustType01","344 Address","MILLSTADT","IL",10.2666666666667,5.86666666666667,2400.33,2013-12-26 09:08:00,25174.75,5,2,1,1,2,0,0,1,0,5,2.05333333333333,6293.6875,1.17333333333333
"65","C000065","CustType01","632 Address","CHICAGO","IL",9.23333333333333,11.9833333333333,1498,2013-08-13 23:55:00,21965.2666666667,5,2,0,0,2,1,1,1,0,5,1.84666666666667,5491.31666666667,2.39666666666667
"66","C000066","CustType02","73 Address","BLAINE","MN",9.21666666666667,18.8,1309.62,2013-06-20 12:33:00,20614.7166666667,5,2,0,1,0,1,1,1,1,5,1.84333333333333,5153.67916666667,3.76
"67","C000067","CustType01","470 Address","CINCINNATI","OH",39.2166666666667,0.9,2888.19,2013-08-15 11:47:00,21937.4666666667,5,1,1,1,0,2,0,0,1,5,7.84333333333333,5484.36666666667,0.18
"68","C000068","CustType01","69 Address","MINNEAPOLIS","MN",21.6333333333333,7.75,4407.42,2011-07-05 16:39:00,3329.33333333333,4,2,1,2,0,0,0,1,1,5,4.32666666666667,832.333333333333,1.55
"69","C000069","CustType03","283 Address","WOOD RIVER","IL",7.2,15.9833333333333,1073.66,2013-09-30 14:52:00,23016.1,4,2,0,5,0,0,0,0,0,5,1.44,5754.025,3.19666666666667
"70","C000070","CustType01","1033 Address","HOFFMAN ESTATES","IL",12.1,9.71666666666667,1546.09,2013-03-30 18:48:00,18574.0833333333,5,2,0,1,1,0,0,1,2,5,2.42,4643.52083333333,1.94333333333333
"71","C000071","CustType02","754 Address","LAKEWOOD","WA",13.8333333333333,4.33333333333333,3817.79,2012-07-12 14:41:00,12282.6666666667,5,2,0,1,1,2,1,0,0,5,2.76666666666667,3070.66666666667,0.866666666666667
"72","C000072","CustType03","535 Address","SAINT JOSEPH","MO",6.81666666666667,9.86666666666667,668.1,2013-12-05 10:03:00,24432.25,4,2,0,3,0,1,0,1,0,5,1.36333333333333,6108.0625,1.97333333333333
"73","C000073","CustType01","802 Address","MISSION","KS",11.9666666666667,3.88333333333333,2287.04,2013-05-31 11:07:00,19907.1666666667,4,2,0,2,0,1,1,0,1,5,2.39333333333333,4976.79166666667,0.776666666666667
"74","C000074","CustType01","454 Address","PITTSBURGH","PA",14.7166666666667,10,1450.86,2014-01-08 15:48:00,25202.6666666667,4,2,0,1,3,0,0,0,1,5,2.94333333333333,6300.66666666667,2
"75","C000075","CustType02","457 Address","CINCINNATI","OH",8.73333333333333,6.5,1383.9,2013-06-12 20:19:00,20095.3666666667,3,1,0,0,0,2,1,1,1,5,1.74666666666667,5023.84166666667,1.3
"76","C000076","CustType02","897 Address","WEBSTER GROVES","MO",6.85,11.4,882.9,2012-12-11 15:20:00,15671.1666666667,4,1,2,1,1,0,0,1,0,5,1.37,3917.79166666667,2.28
"77","C000077","CustType01","506 Address","FLORISSANT","MO",10.1,6.21666666666667,5643.92,2014-01-10 18:04:00,25107.1666666667,4,2,1,2,0,2,0,0,0,5,2.02,6276.79166666667,1.24333333333333
"78","C000078","CustType01","293 Address","WAYZATA","MN",11.3,1.85,1388.95,2013-11-20 11:29:00,23852.4833333333,5,2,0,3,1,0,1,0,0,5,2.26,5963.12083333333,0.37
"79","C000079","CustType01","138 Address","SUNNYVALE","CA",6.88333333333333,18.85,1185,2013-10-07 19:01:00,22795.0166666667,2,1,0,3,1,1,0,0,0,5,1.37666666666667,5698.75416666667,3.77
"80","C000080","CustType01","822 Address","KENOSHA","WI",8.98333333333333,1.38333333333333,1588.56,2013-10-22 16:38:00,21251.6666666667,4,2,1,1,2,0,0,1,0,5,1.79666666666667,5312.91666666667,0.276666666666667
"81","C000081","CustType02","905 Address","INDEPENDENCE","MO",8.41666666666667,2.85,787.92,2013-12-13 13:21:00,24339.7166666667,4,1,0,0,0,2,2,1,0,5,1.68333333333333,6084.92916666667,0.57
"82","C000082","CustType03","455 Address","MINNEAPOLIS","MN",7.45,9.81666666666667,1302,2013-07-26 14:59:00,20992.5,4,2,0,1,1,1,2,0,0,5,1.49,5248.125,1.96333333333333
"83","C000083","CustType01","297 Address","MINNEAPOLIS","MN",19.7666666666667,13.3166666666667,4543.48,2012-07-27 17:48:00,12263.65,5,2,1,0,1,0,0,3,0,5,3.95333333333333,3065.9125,2.66333333333333
"84","C000084","CustType01","883 Address","KETTERING","OH",6.11666666666667,1.16666666666667,945.64,2012-07-29 13:42:00,12283.35,2,1,1,1,0,1,0,1,1,5,1.22333333333333,3070.8375,0.233333333333333
"85","C000085","CustType02","749 Address","CINCINNATI","OH",11.85,8.05,1258.08,2013-07-21 00:49:00,20769.3,1,1,1,0,2,0,0,1,1,5,2.37,5192.325,1.61
"86","C000086","CustType01","11 Address","BLOOMINGTON","MN",20.4333333333333,4.68333333333333,3065.73,2013-07-08 10:10:00,20377.8166666667,5,2,0,0,1,2,1,1,0,5,4.08666666666667,5094.45416666667,0.936666666666667
"87","C000087","CustType01","1014 Address","CHAGRIN FALLS","OH",15.2,4.3,1828.78,2013-06-16 20:10:00,19878.0666666667,4,2,1,2,0,0,0,1,1,5,3.04,4969.51666666667,0.86
"88","C000088","CustType01","1007 Address","PARMA","OH",44.5666666666667,15.7166666666667,2373.47,2012-06-14 13:23:00,11038.8333333333,4,2,0,1,1,1,1,0,1,5,8.91333333333333,2759.70833333333,3.14333333333333
"89","C000089","CustType03","153 Address","BRIDGETON","MO",12.75,3.81666666666667,1607.51,2013-12-02 10:07:00,23856.1833333333,4,2,0,2,1,0,2,0,0,5,2.55,5964.04583333333,0.763333333333333
"90","C000090","CustType01","724 Address","BROOKLYN CENTER","MN",10.1666666666667,1.08333333333333,1229.44,2013-09-09 19:53:00,21769.95,5,2,0,1,1,0,0,3,0,5,2.03333333333333,5442.4875,0.216666666666667
"91","C000091","CustType01","382 Address","BOTHELL","WA",10.45,10.4,2762.82,2014-02-02 14:55:00,17831.4,5,2,2,0,0,0,0,0,3,5,2.09,4457.85,2.08
"92","C000092","CustType01","170 Address","GLADSTONE","MO",8.63333333333333,21.4666666666667,985.79,2013-12-12 17:09:00,24072.6833333333,4,2,0,0,1,0,1,1,2,5,1.72666666666667,6018.17083333333,4.29333333333333
"93","C000093","CustType01","750 Address","SAINT LOUIS","MO",4.41666666666667,3.33333333333333,429.83,2013-01-26 14:39:00,16369.4833333333,3,2,0,1,1,2,0,0,1,5,0.883333333333333,4092.37083333333,0.666666666666667
"94","C000094","CustType03","915 Address","WEST CHESTER","OH",7.5,10.0833333333333,986.78,2013-09-03 14:51:00,21511.3166666667,3,2,1,0,1,0,3,0,0,5,1.5,5377.82916666667,2.01666666666667
"95","C000095","CustType01","135 Address","BARRINGTON","IL",16.45,8.91666666666667,3717.73,2013-04-18 16:31:00,18310.0666666667,4,2,0,2,0,0,3,0,0,5,3.29,4577.51666666667,1.78333333333333
"96","C000096","CustType01","728 Address","COLORADO SPRING","CO",8.63333333333333,9.41666666666667,1802.69,2011-07-01 09:09:00,2468.23333333333,3,1,0,0,1,1,1,1,1,5,1.72666666666667,617.058333333333,1.88333333333333
"97","C000097","CustType03","421 Address","VALPARAISO","IN",13.4833333333333,3.6,1401.5,2013-05-11 13:38:00,18835.8666666667,3,2,1,0,0,0,1,2,1,5,2.69666666666667,4708.96666666667,0.72
"98","C000098","CustType03","202 Address","BIRMINGHAM","AL",20.6833333333333,3.9,2446.83,2014-01-28 10:31:00,16821.8333333333,4,3,0,2,2,1,0,0,0,5,4.13666666666667,4205.45833333333,0.78
"99","C000099","CustType03","991 Address","PALO ALTO","CA",8.41666666666667,11.7666666666667,1098.43,2012-05-17 11:39:00,10145.7666666667,3,3,0,1,0,0,3,0,1,5,1.68333333333333,2536.44166666667,2.35333333333333
"100","C000100","CustType01","308 Address","NOBLESVILLE","IN",9.58333333333333,11.05,1013.44,2013-01-02 12:13:00,15620.9,3,1,0,1,1,2,0,1,0,5,1.91666666666667,3905.225,2.21
"101","C000101","CustType01","275 Address","CLARENDON HILLS","IL",15.9666666666667,1.46666666666667,2129.56,2013-10-04 11:40:00,22073.7,4,2,1,1,0,0,1,2,0,5,3.19333333333333,5518.425,0.293333333333333
"102","C000102","CustType01","910 Address","KANSAS CITY","KS",12.7,5.76666666666667,2365.15,2013-04-04 15:07:00,17630.5166666667,5,2,0,2,0,0,3,0,0,5,2.54,4407.62916666667,1.15333333333333
"103","C000103","CustType01","918 Address","FOREST PARK","GA",13.9833333333333,4.03333333333333,1336.6,2013-06-24 15:43:00,19537.0833333333,4,1,0,1,2,1,0,0,1,5,2.79666666666667,4884.27083333333,0.806666666666667
"104","C000104","CustType02","956 Address","PITTSBURGH","PA",58.55,6.21666666666667,1975.07,2013-06-25 09:34:00,16662.9666666667,4,1,0,1,1,1,0,1,1,5,11.71,4165.74166666667,1.24333333333333
"105","C000105","CustType01","508 Address","TROY","OH",8.03333333333333,150.633333333333,5458.51,2013-03-30 19:46:00,17259.95,3,1,0,0,1,1,1,2,0,5,1.60666666666667,4314.9875,30.1266666666667
"106","C000106","CustType02","120 Address","BETHEL PARK","PA",25.0666666666667,60.7166666666667,931.03,2012-09-26 16:31:00,12860.4333333333,3,1,0,1,1,1,0,1,1,5,5.01333333333333,3215.10833333333,12.1433333333333
"107","C000107","CustType03","658 Address","COLORADO SPRING","CO",10.8833333333333,3.38333333333333,877,2013-11-27 10:02:00,23064.2833333333,2,1,0,2,1,0,1,0,1,5,2.17666666666667,5766.07083333333,0.676666666666667
"108","C000108","CustType01","486 Address","LAWRENCEVILLE","GA",15.3,8.28333333333333,2245.02,2013-05-06 15:00:00,18149.1,5,2,0,4,1,0,0,0,0,5,3.06,4537.275,1.65666666666667
"109","C000109","CustType01","871 Address","MANSFIELD","OH",25.5333333333333,0.633333333333333,2658.63,2011-10-28 13:14:00,4629,4,1,1,3,0,0,0,1,0,5,5.10666666666667,1157.25,0.126666666666667
"110","C000110","CustType01","456 Address","SANDY SPRINGS","GA",35.05,30.25,4869.13,2012-01-25 17:49:00,6745.53333333333,5,1,0,2,1,1,0,1,0,5,7.01,1686.38333333333,6.05
"111","C000111","CustType03","693 Address","CLEVELAND","OH",14.9833333333333,1.96666666666667,2780,2013-07-22 18:04:00,19756.3166666667,2,1,0,1,0,1,2,1,0,5,2.99666666666667,4939.07916666667,0.393333333333333
"112","C000112","CustType01","637 Address","BIRMINGHAM","AL",11.8333333333333,1,1209.15,2014-02-01 11:35:00,24214.8166666667,1,1,0,2,1,0,1,1,0,5,2.36666666666667,6053.70416666667,0.2
"113","C000113","CustType01","772 Address","BIRMINGHAM","AL",9.98333333333333,10.1333333333333,1325.14,2013-06-10 17:24:00,18719.9666666667,4,3,0,1,1,0,1,2,0,5,1.99666666666667,4679.99166666667,2.02666666666667
"114","C000114","CustType03","997 Address","INDIANAPOLIS","IN",99192.3833333333,14.6666666666667,1245.19,2011-12-14 17:10:00,5634.68333333333,5,2,0,1,2,1,0,1,0,5,19838.4766666667,1408.67083333333,2.93333333333333
"115","C000115","CustType01","976 Address","DUPO","IL",7.23333333333333,1.13333333333333,1120,2013-06-06 09:29:00,18557.4833333333,1,1,0,1,2,0,0,1,1,5,1.44666666666667,4639.37083333333,0.226666666666667
"116","C000116","CustType01","896 Address","CHICAGO","IL",10.3166666666667,19.9333333333333,1673.62,2012-10-02 15:14:00,12623.4166666667,4,2,2,2,1,0,0,0,0,5,2.06333333333333,3155.85416666667,3.98666666666667
"117","C000117","CustType02","949 Address","LITTLETON","CO",13.7166666666667,2.8,991.82,2013-12-03 16:36:00,22840.6833333333,4,2,0,4,0,1,0,0,0,5,2.74333333333333,5710.17083333333,0.56
"118","C000118","CustType03","726 Address","COMMERCE CITY","CO",103.583333333333,1.56666666666667,1238.84,2013-07-16 09:27:00,2469.35,2,2,0,1,0,3,1,0,0,5,20.7166666666667,617.3375,0.313333333333333
"119","C000119","CustType03","295 Address","BIRMINGHAM","AL",8.33333333333333,2.43333333333333,2477.5,2012-12-26 10:42:00,6455.96666666667,3,2,0,0,1,2,0,0,2,5,1.66666666666667,1613.99166666667,0.486666666666667
"120","C000120","CustType01","569 Address","MINNEAPOLIS","MN",10.95,11.8833333333333,1389.5,2013-12-27 17:09:00,23355.7833333333,4,2,0,3,0,0,2,0,0,5,2.19,5838.94583333333,2.37666666666667
"121","C000121","CustType02","735 Address","COLUMBUS","OH",46.9166666666667,11.4166666666667,4783.68,2011-06-21 12:36:00,1124.16666666667,3,1,0,0,1,3,0,1,0,5,9.38333333333333,281.041666666667,2.28333333333333
"122","C000122","CustType01","657 Address","BIRMINGHAM","AL",22.0166666666667,4.91666666666667,1256.45,2013-09-17 16:45:00,20925.1666666667,4,2,0,1,1,0,1,1,1,5,4.40333333333333,5231.29166666667,0.983333333333333
"123","C000123","CustType01","688 Address","CHICAGO","IL",13.15,5.23333333333333,2291,2013-10-11 17:53:00,21483.65,3,1,0,3,0,0,0,1,1,5,2.63,5370.9125,1.04666666666667
"124","C000124","CustType03","596 Address","INDIANAPOLIS","IN",32.9833333333333,7.85,2258.4,2012-11-13 22:47:00,13485.4833333333,3,2,1,2,1,0,0,1,0,5,6.59666666666667,3371.37083333333,1.57
"125","C000125","CustType01","85 Address","ATLANTA","GA",19.8666666666667,11.3833333333333,2786.57,2013-07-13 15:54:00,18744.4666666667,4,2,1,0,0,2,0,1,1,5,3.97333333333333,4686.11666666667,2.27666666666667
